operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,"-34.5479269,-58.684301",110000.0,USD,1667864.0,110000.0,,70.0,,1571.428571428571,,,,http://bella-vista-san-miguel.properati.com.ar/10kkx_venta_casa_bella-vista_patio_toilette_garage_placard_alicia-ovejero-propiedades
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5731507,-58.482362",72039.0,USD,1092284.13,72039.0,26.0,22.0,2770.730769230769,3274.5,,1.0,1000,http://villa-urquiza.properati.com.ar/12q1e_venta_departamentos_villa-urquiza_subte-linea-b_le-bleu
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6170265,-58.4484746",75500.0,USD,1144761.2,75500.0,51.0,29.0,1480.3921568627452,2603.448275862069,6.0,1.0,900,http://caballito.properati.com.ar/ypxg_venta_departamentos_caballito_piscina_terraza_garage_aire-acondicionado_buyma-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.90698,-57.972214",950000.0,ARS,947363.27,62481.09,,45.0,,21111.11111111111,,2.0,,http://la-plata.properati.com.ar/wmb5_venta_departamentos_brandsen
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.4925364,-58.4844972",650000.0,USD,9855560.0,650000.0,0.0,150.0,,4333.333333333333,8.0,,,http://la-lucila.properati.com.ar/n7vs_venta_departamentos_la-lucila_del-libertador-av-_4000
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.584712,-58.444927",89000.0,USD,1349453.6,89000.0,,37.0,,2405.4054054054054,7.0,2.0,,http://palermo.properati.com.ar/ya5i_venta_departamentos_palermo_balcon_parrilla_sum_terraza_lujoso_re-max-premium
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5546524,-58.4936437",183495.0,USD,2782224.58,183495.0,92.0,57.0,1994.5108695652173,3219.2105263157896,,2.0,,http://saavedra.properati.com.ar/12izq_venta_departamentos_saavedra_baulera_luminoso_garage_le-bleu
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.911168,-57.941124",165000.0,USD,2501796.0,165000.0,75.0,75.0,2200.0,2200.0,,3.0,1400,http://la-plata.properati.com.ar/ox5x_venta_departamentos_la-plata
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5061107,-58.5094697",140000.0,USD,2122736.0,140000.0,161.0,122.0,869.5652173913044,1147.5409836065571,,,,http://olivos.properati.com.ar/uqwu_venta_ph_olivos_diaz-velez-av_2800
sell,house,|Argentina|Capital Federal|Floresta|,"-34.632219,-58.488121",325000.0,USD,4927780.0,325000.0,,202.0,,1608.9108910891089,,5.0,,http://floresta.properati.com.ar/12hku_venta_casa_floresta_suite_parrilla_patio_terraza_vestidor_dependencias_garage_re-max-cosmopolita
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6497694,-58.6011355",70000.0,USD,1061368.0,70000.0,60.0,,1166.6666666666667,,,,,http://haedo.properati.com.ar/z45t_venta_departamentos_haedo_lavadero_patio_mariela-sercuetti-servicios-inmobiliarios
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Adrogué|,"-34.8081228,-58.4123037",124000.0,USD,1880137.6,124000.0,54.0,44.0,2296.296296296296,2818.181818181818,,,,http://adrogue.properati.com.ar/rupy_venta_departamentos_adrogue
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.7131345,-58.3636661",72000.0,USD,1091692.8,72000.0,0.0,0.0,,,,4.0,,http://lanus.properati.com.ar/w0ho_venta_ph_lanus
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Loma Hermosa|,"-34.56261,-58.601618",70000.0,USD,1061368.0,70000.0,,55.0,,1272.7272727272727,,3.0,,http://loma-hermosa.properati.com.ar/ybz8_venta_departamentos_tres-de-febrero_luminoso_amoblado_impecable_re-max-uno
sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.643771,-58.37489",,,,,328.0,328.0,,,,,,http://barracas.properati.com.ar/vatu_venta_departamentos_barracas
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,75000.0,USD,1137180.0,75000.0,,50.0,,1500.0,,2.0,,http://villa-luzuriaga.properati.com.ar/wgfa_venta_departamentos_villa-luzuriaga
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4284257,-58.5734184",130000.0,USD,1971112.0,130000.0,130.0,15.0,1000.0,8666.666666666666,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/znxp_venta_casa_tigre_cazon-av-_900_terraza_toilette_resia-y-cia-leo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.920176,-57.956852",85000.0,USD,1288804.0,85000.0,55.0,52.0,1545.4545454545455,1634.6153846153843,,3.0,1200,http://la-plata.properati.com.ar/oxcj_venta_departamentos_la-plata
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Estancias del Pilar|,"-34.45604,-58.94105",550000.0,USD,8339320.0,550000.0,1174.0,450.0,468.4838160136286,1222.2222222222222,,,,http://estancias-del-pilar.properati.com.ar/112su_venta_casa_estancias-del-pilar_luminoso_oppel-inmuebles_d63
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5909599,-58.3872131",,,,,125.0,110.0,,,,2.0,1500,http://recoleta.properati.com.ar/w1gy_venta_departamentos_recoleta
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Villa Adelina|,"-34.5191329,-58.5498665",75000.0,USD,1137180.0,75000.0,39.0,39.0,1923.076923076923,1923.076923076923,,2.0,,http://villa-adelina-san-isidro.properati.com.ar/ys6i_venta_departamentos_villa-adelina_parrilla_terraza_placard_morelli
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.492980617,-58.4846029191",861000.0,USD,13054826.4,861000.0,205.0,184.0,4200.0,4679.347826086957,,4.0,9300,http://la-lucila.properati.com.ar/vypz_venta_departamentos_la-lucila
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Gerli|,"-34.684023,-58.386304",70000.0,USD,1061368.0,70000.0,,45.0,,1555.5555555555557,,2.0,,http://gerli-avellaneda.properati.com.ar/11wxg_venta_departamentos_gerli_balcon_gimnasio_sum_luminoso_vista_lujoso_electrogeno_garage_aire-acondicionado_doble-circulacion_re-max-titanium
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.744667,-58.391989",198000.0,USD,3002155.2,198000.0,183.0,110.0,1081.967213114754,1800.0,,,,http://banfield.properati.com.ar/x75n_venta_departamentos_banfield
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|,"-34.7494580923,-58.4154297614",129000.0,USD,1955949.6,129000.0,120.0,95.0,1075.0,1357.8947368421052,,,,http://lomas-de-zamora-bs-as-g-b-a-zona-sur.properati.com.ar/wjq0_venta_casa_lomas-de-zamora
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Munro|,"-34.5279722,-58.5127089",165000.0,USD,2501796.0,165000.0,170.0,80.0,970.5882352941176,2062.5,,,,http://munro.properati.com.ar/nddx_venta_ph_munro_jujuy_2200
sell,apartment,|Argentina|Capital Federal|Villa del Parque|,"-34.6105808,-58.4796249",95000.0,USD,1440428.0,95000.0,53.0,47.0,1792.4528301886792,2021.276595744681,,2.0,,http://villa-del-parque.properati.com.ar/wy0n_venta_departamentos_villa-del-parque
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,"-34.4819911,-58.5302094",800000.0,USD,12129920.0,800000.0,1637.0,378.0,488.6988393402565,2116.4021164021165,,,,http://san-isidro.properati.com.ar/12r81_venta_casa_san-isidro_suite_jardin_lavadero_piscina_dependencias_julie-fortabat-propiedades_djs
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5582269,-58.4583569",95000.0,USD,1440428.0,95000.0,0.0,35.0,,2714.285714285714,,1.0,,http://belgrano.properati.com.ar/xw9a_venta_departamentos_belgrano_garage_estrenar_ziade-realty
sell,apartment,|Argentina|Capital Federal|Coghlan|,"-34.562326,-58.466835",77000.0,USD,1167504.8,77000.0,,32.0,,2406.25,3.0,2.0,,http://coghlan.properati.com.ar/11xwv_venta_departamentos_coghlan_luminoso_re-max-urbana
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.4994133,-58.488181",255000.0,USD,3866412.0,255000.0,88.0,72.0,2897.7272727272725,3541.6666666666665,1.0,,,http://la-lucila.properati.com.ar/11ago_venta_departamentos_la-lucila_capitan-justo-g-de-bermudez_700_suite_garage_castro-feijoo-propiedades_arr
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudadela|,"-34.6464485,-58.538697",77500.0,USD,1175086.0,77500.0,70.0,50.0,1107.142857142857,1550.0,2.0,3.0,,http://ciudadela.properati.com.ar/8tis_venta_departamento_ciudadela_independencia_500
sell,PH,|Argentina|Capital Federal|Boedo|,"-34.629446,-58.424882",119500.0,USD,1811906.8,119500.0,105.0,60.0,1138.095238095238,1991.6666666666667,,2.0,,http://boedo.properati.com.ar/zefv_venta_ph_boedo_lavadero_patio_terraza_eduardo-bertolotti-propiedades
sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.590414,-58.449508",125000.0,USD,1895300.0,125000.0,,53.0,,2358.490566037736,,2.0,,http://chacarita.properati.com.ar/y4ib_venta_departamentos_villa-crespo_lavadero_parrilla_terraza_estrenar_re-max-d-bosion
sell,apartment,|Argentina|Capital Federal|Boedo|,"-34.635893,-58.425656",79500.0,USD,1205410.8,79500.0,68.0,62.0,1169.1176470588234,1282.258064516129,,2.0,,http://boedo.properati.com.ar/11hfo_venta_departamentos_boedo_lavadero_patio_luminoso_garage_di-mitrio-inmobiliaria_90i
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.577168,-58.538654",,,,,,,,,,4.0,,http://tres-de-febrero.properati.com.ar/um8n_venta_ph_tres-de-febrero
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6698099,-58.5573542",128000.0,USD,1940787.2,128000.0,99.0,99.0,1292.9292929292928,1292.9292929292928,,,,http://san-justo-la-matanza.properati.com.ar/ztd3_venta_casa_san-justo_lavadero_parrilla_patio_impecable_aire-acondicionado_eduardo-santisi-negocios-inmobiliarios
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5094953,-58.4778482",76000.0,USD,1152342.4,76000.0,30.0,30.0,2533.333333333333,2533.333333333333,1.0,,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/su30_venta_departamentos_vicente-lopez
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6021358,-58.4270353",106000.0,USD,1607214.4,106000.0,,,,,,,,http://almagro.properati.com.ar/v42p_venta_departamentos_almagro
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6550449209,-58.5594892502",,,,,135.0,110.0,,,,,,http://ramos-mejia.properati.com.ar/egar_venta_otro_ramos-mejia
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.515769,-58.494837",189000.0,USD,2865693.6,189000.0,,86.0,,2197.6744186046512,,3.0,,http://olivos.properati.com.ar/11ync_venta_departamentos_olivos_garage_re-max-norte
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,52.0,,,,2.0,,http://ramos-mejia.properati.com.ar/yice_venta_departamentos_ramos-mejia_terraza_garage_estrenar_losa-radiante_rodriguez-caceres-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|San Antonio De Padua|,"-34.6808355,-58.7012397",110000.0,USD,1667864.0,110000.0,100.0,100.0,1100.0,1100.0,,,,http://san-antonio-de-padua.properati.com.ar/231h_venta_casa_merlo_fray-mamerto-esquiu-1100_
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7448580446,-58.3946927588",85000.0,USD,1288804.0,85000.0,48.0,46.0,1770.8333333333333,1847.8260869565215,,2.0,1300,http://banfield.properati.com.ar/ovqq_venta_departamentos_banfield
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Munro|,"-34.5208148,-58.5196809",295000.0,USD,4472908.0,295000.0,300.0,280.0,983.3333333333334,1053.571428571429,,,,http://munro.properati.com.ar/n36g_venta_casa_munro_pelliza-mariano_4400
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4448262,-58.5386772",418000.0,USD,6337883.2,418000.0,450.0,180.0,928.8888888888888,2322.222222222222,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/11cnp_venta_casa_san-fernando_lanusse_400_suite_lavadero_parrilla_piscina_terraza_vestidor_dependencias_mariano-meyer-propiedades-csi-5637
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5566756,-58.4627538",145000.0,USD,2198548.0,145000.0,0.0,40.0,,3625.0,,2.0,1200,http://belgrano.properati.com.ar/12eok_venta_departamentos_belgrano_balcon_parrilla_luminoso_impecable_placard_subte-linea-d_belgrano-chico-propiedades_bo4
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4618193,-58.8643446",360000.0,USD,5458464.0,360000.0,367.0,317.0,980.9264305177112,1135.6466876971608,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/10a2t_venta_departamentos_pilar_patio_karina-coseglia-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.7024239714,-58.3807039261",99000.0,USD,1501077.6,99000.0,105.0,68.0,942.8571428571428,1455.8823529411766,,4.0,2,http://lanus.properati.com.ar/prus_venta_casa_lanus
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.64109,-58.6843812",125000.0,USD,1895300.0,125000.0,100.0,100.0,1250.0,1250.0,,3.0,,http://ituzaingo.properati.com.ar/rrsc_venta_casa_ituzaingo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,"-34.3875647,-58.7323976",210000.0,USD,3184104.0,210000.0,150.0,150.0,1400.0,1400.0,,4.0,,http://maschwitz.properati.com.ar/gj2m_venta_casa_maschwitz
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6071687,-58.3936345",350000.0,USD,5306840.0,350000.0,297.0,227.0,1178.4511784511783,1541.8502202643172,,4.0,6000,http://balvanera.properati.com.ar/113ro_venta_departamentos_balvanera_baulera_parrilla_quincho_terraza_vestidor_grupo-g-asociados_cgu
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Don Bosco|,"-34.7042253,-58.3000623",,,,,223.0,223.0,,,,,,http://don-bosco-quilmes.properati.com.ar/12qqf_venta_casa_don-bosco_suite_jardin_lavadero_parrilla_quincho_garage_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6427305,-58.5095326",59000.0,USD,894581.6,59000.0,29.0,29.0,2034.4827586206895,2034.4827586206895,,,,http://villa-luro.properati.com.ar/12uc9_venta_departamentos_villa-luro_luminoso_torres-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.4757556,-58.5521641",118000.0,USD,1789163.2,118000.0,230.0,160.0,513.0434782608696,737.5,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/n70a_venta_casa_bs-as-g-b-a-zona-norte_esnaola-juan_1600
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,"-34.4358237864,-58.8781204645",220000.0,USD,3335728.0,220000.0,138.0,138.0,1594.2028985507247,1594.2028985507247,,4.0,,http://pilar.properati.com.ar/pq1j_venta_casa_pilar
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6294559,-58.4687273",,,,,,,,,,,,http://flores.properati.com.ar/rss1_venta_departamentos_flores
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.453537,-58.9379425",160000.0,USD,2425984.0,160000.0,410.0,160.0,390.2439024390244,1000.0,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/howe_venta_casa_pilar
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.575455,-58.407219",127000.0,USD,1925624.8,127000.0,,43.0,,2953.488372093024,,2.0,,http://palermo.properati.com.ar/10z3c_venta_departamentos_palermo_jardin_patio_luminoso_re-max-premium
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|La Comarca|,"-34.431709,-58.661005",269000.0,USD,4078685.6,269000.0,,200.0,,1345.0,,4.0,,http://la-comarca.properati.com.ar/12pmd_venta_casa_la-comarca_suite_jardin_lavadero_parrilla_piscina_toilette_vestidor_dependencias_losa-radiante_re-max-total-iv
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,355000.0,USD,5382652.0,355000.0,0.0,86.0,,4127.906976744186,,,,http://nordelta.properati.com.ar/r08p_venta_departamentos_nordelta_0
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.758926,-58.281784",,,,,,,,,,2.0,,http://quilmes.properati.com.ar/11mr0_venta_casa_quilmes_lavadero_garage_re-max-sur-iii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.4958016,-58.4844759",260000.0,USD,3942224.0,260000.0,0.0,110.0,,2363.6363636363635,2.0,,,http://la-lucila.properati.com.ar/sui4_venta_departamentos_la-lucila
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,500000.0,USD,7581200.0,500000.0,900.0,300.0,555.5555555555555,1666.6666666666667,,,,http://benavidez.properati.com.ar/zhh7_venta_casa_benavidez_0_suite_hidromasaje_jardin_lavadero_parrilla_piscina_toilette_vestidor_luminoso_dependencias_diaz-romero-nordelta-marcelo-diaz-romero-cmsi-2662
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,"-34.8377095,-58.3709311",100000.0,USD,1516240.0,100000.0,165.0,165.0,606.060606060606,606.060606060606,,,,http://burzaco.properati.com.ar/u9yg_venta_casa_burzaco
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6209255,-58.5776558",85000.0,USD,1288804.0,85000.0,100.0,75.0,850.0,1133.3333333333333,,5.0,,http://caseros.properati.com.ar/ul2z_venta_casa_caseros
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,75.0,,,,3.0,,http://ramos-mejia.properati.com.ar/s7cr_venta_departamentos_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4404625,-58.5543144",89232.0,USD,1352971.27,89232.0,46.0,41.0,1939.8260869565215,2176.390243902439,4.0,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/n2uo_venta_departamentos_san-fernando_alsina_1000
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5328761,-58.7070911",180000.0,USD,2729232.0,180000.0,300.0,150.0,600.0,1200.0,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/ip5i_venta_casa_san-miguel
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.61718,-58.45626363",89000.0,USD,1349453.6,89000.0,44.0,40.0,2022.7272727272727,2225.0,,1.0,,http://caballito.properati.com.ar/10awn_venta_departamentos_caballito_migliorisi-propiedades_cy0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4261959,-58.5728177",88000.0,USD,1334291.2,88000.0,45.0,45.0,1955.555555555556,1955.555555555556,4.0,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/y1c6_venta_departamentos_tigre_remedios-de-escalada-de-san-martin_300_balcon_garage_placard_estrenar_lamarca-negocios-inmobiliarios-gabriel-h-ceruzzi-csi-5164
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.62818,-58.429483",223200.0,USD,3384247.68,223200.0,,64.0,,3487.5,19.0,3.0,,http://caballito.properati.com.ar/vwv8_venta_departamentos_caballito
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.5595435,-58.5664357",495000.0,USD,7505388.0,495000.0,300.0,200.0,1650.0,2475.0,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/11n3y_venta_casa_san-isidro_almirante-brown_600_suite_lavadero_piscina_toilette_dependencias_valencia-ana-lomas-de-san-isidro
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,81500.0,USD,1235735.6,81500.0,,48.0,,1697.9166666666667,,2.0,,http://haedo.properati.com.ar/s9ah_venta_departamentos_moron
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,"-34.7225927,-58.2700287",240000.0,USD,3638976.0,240000.0,400.0,300.0,600.0,800.0,,,,http://quilmes-bs-as-g-b-a-zona-sur.properati.com.ar/ee9m_venta_casa_quilmes
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6177615,-58.383662",83000.0,USD,1258479.2,83000.0,36.0,31.0,2305.555555555556,2677.4193548387098,,,,http://monserrat.properati.com.ar/12mg6_venta_departamentos_monserrat_suite_parrilla_sum_terraza_lujoso_garage_subte-linea-e_subte-linea-c_inmobiliaria-calot
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.585869,-58.543675",57000.0,USD,864256.8,57000.0,,56.0,,1017.8571428571428,2.0,3.0,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/12pjt_venta_ph_general-san-martin_patio_luminoso_re-max-cosmopolita
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|,,,,,,440.0,440.0,,,,,,http://berazategui-bs-as-g-b-a-zona-sur.properati.com.ar/12qu1_venta_casa_berazategui_hidromasaje_luminoso_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,"-34.5566587,-58.7006612",,,,,,,,,,,,http://bella-vista-san-miguel.properati.com.ar/sy65_venta_casa_bella-vista
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,,650000.0,USD,9855560.0,650000.0,387.0,359.0,1679.5865633074936,1810.5849582172705,,5.0,,http://banfield.properati.com.ar/x9cw_venta_casa_banfield
